geral_modalidade;mencoes_humor;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;757;443,0;0,7852697095435685;0,5852047556142669;9221257,600974785;20815,479911906965;18271,38157274754;474,5471375155624;132382,36736849937
aon;True;207;143,0;0,21473029045643152;0,6908212560386473;3162123,9128946504;22112,754635626927;33407,25091440823;44,24739429080096;321726,8370992873
flex;False;507;449,0;0,8380165289256198;0,8856015779092702;4091101,041471474;9111,583611295042;23536,60238753894;24,186396829065757;385603,24
flex;True;98;95,0;0,16198347107438016;0,9693877551020408;1213843,6918448184;12777,302019419141;38911,68843600664;273,3360983868272;358829,67785228643
sub;False;404;67,0;0,9160997732426304;0,16584158415841585;15370,376097886403;229,40859847591645;500,2954313008225;3,0827379517311337;2819,305118362721
sub;True;37;12,0;0,08390022675736962;0,32432432432432434;9542,2670603904;795,1889216992;1294,677479897352;20,555696122885298;4127,142131526186
