geral_modalidade;mencoes_ccxp;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;853;501,0;0,8848547717842323;0,5873388042203986;10900732,994181287;21757,9500881862;24108,368928896034;44,24739429080096;321726,8370992873
aon;True;111;85,0;0,11514522821576763;0,7657657657657657;1482648,519688151;17442,923761037073;13028,905401213968;2243,8366273720185;62941,41720899572
flex;False;521;460,0;0,8611570247933884;0,8829174664107485;4229625,323892829;9194,837660636585;27567,965428791445;24,186396829065757;385603,24
flex;True;84;84,0;0,13884297520661157;1,0;1075319,4094234642;12801,421540755526;22441,247700777923;597,9996900625279;98773,9092285732
sub;False;438;77,0;0,9931972789115646;0,17579908675799086;23439,030933825867;304,4029991405957;696,8967961225655;3,0827379517311337;4127,142131526186
sub;True;3;2,0;0,006802721088435374;0,6666666666666666;1473,6122244509384;736,8061122254692;969,723919814448;51,10775264587315;1422,5044718050651
