geral_modalidade;mencoes_fiq;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;794;460,0;0,8236514522821576;0,5793450881612091;9324398,07831815;20270,43060503946;19792,756441644935;44,24739429080096;177039,49674420513
aon;True;170;126,0;0,17634854771784234;0,7411764705882353;3058983,435551285;24277,646313899088;31599,500111669204;2805,95946263154;321726,8370992873
flex;False;528;471,0;0,8727272727272727;0,8920454545454546;4561868,976898868;9685,496766239634;28437,71908298706;24,186396829065757;385603,24
flex;True;77;73,0;0,12727272727272726;0,948051948051948;743075,7564174247;10179,119950923625;12612,795332526459;32,15096915520879;51377,48633674035
sub;False;420;76,0;0,9523809523809523;0,18095238095238095;23025,012980643678;302,9606971137326;701,684603023452;3,0827379517311337;4127,142131526186
sub;True;21;3,0;0,047619047619047616;0,14285714285714285;1887,630177633127;629,2100592110423;700,3953266765652;96,3035602375282;1422,5044718050651
