geral_modalidade;mencoes_ficcao_cientifica;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;302;182,0;0,760705289672544;0,6026490066225165;3482460,872349038;19134,400397522186;15079,930427208581;413,39080640350926;90252,06210555576
aon;True;95;57,0;0,23929471032745592;0,6;1165181,5937725357;20441,78234688659;14408,589276256109;3580,3799670757658;60150,11110363283
flex;False;31;24,0;0,8857142857142857;0,7741935483870968;195323,32766023025;8138,471985842927;16782,481011248616;25,11261544573431;79806,28598672585
flex;True;4;3,0;0,11428571428571428;0,75;4582,29098218059;1527,43032739353;142,02952353596262;1365,316446149205;1629,974536031385
sub;False;30;4,0;0,9090909090909091;0,13333333333333333;141,39949459323648;35,34987364830912;26,95014617560019;5,056727578330388;70,4770431061574
sub;True;3;1,0;0,09090909090909091;0,3333333333333333;160,0;160,0;0,0;160,0;160,0
