geral_modalidade;mencoes_midia_independente;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;335;198,0;0,8438287153652393;0,591044776119403;3790921,5420512166;19146,068394198064;14472,012913820581;413,39080640350926;90252,06210555576
aon;True;62;41,0;0,1561712846347607;0,6612903225806451;856720,9240703569;20895,632294398947;16953,541035012076;3147,710692581086;58144,50582630057
flex;False;31;23,0;0,8857142857142857;0,7419354838709677;190213,87634294672;8270,168536649857;17147,265610580624;25,11261544573431;79806,28598672585
flex;True;4;4,0;0,11428571428571428;1,0;9691,742299464115;2422,9355748660287;1774,4682834338817;724,43312712506;4707,815310906579
sub;False;31;4,0;0,9393939393939394;0,12903225806451613;230,9224514870791;57,73061287176977;69,47200191270477;5,056727578330388;160,0
sub;True;2;1,0;0,06060606060606061;0,5;70,4770431061574;70,4770431061574;0,0;70,4770431061574;70,4770431061574
