geral_modalidade;mencoes_saloes_humor;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;390;234,0;0,982367758186398;0,6;4606508,817517813;19685,93511759749;14956,956942625366;413,39080640350926;90252,06210555576
aon;True;7;5,0;0,017632241813602016;0,7142857142857143;41133,64860375988;8226,729720751977;4821,694145900122;4561,165708391672;16559,523471819724
flex;False;34;26,0;0,9714285714285714;0,7647058823529411;195197,80333150426;7507,607820442471;16232,10301845255;25,11261544573431;79806,28598672585
flex;True;1;1,0;0,02857142857142857;1,0;4707,815310906579;4707,815310906579;0,0;4707,815310906579;4707,815310906579
sub;False;33;5,0;1,0;0,15151515151515152;301,39949459323645;60,27989891864729;60,43396051942288;5,056727578330388;160,0
