geral_modalidade;mencoes_webformatos;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;357;209,0;0,8992443324937027;0,5854341736694678;4150012,1881866325;19856,517646825992;15149,6668005178;413,39080640350926;90252,06210555576
aon;True;40;30,0;0,10075566750629723;0,75;497630,2779349407;16587,67593116469;12920,826087653666;3147,710692581086;52177,09789719677
flex;False;35;27,0;1,0;0,7714285714285715;199905,61864241085;7403,911801570772;15926,004038872736;25,11261544573431;79806,28598672585
sub;False;32;5,0;0,9696969696969697;0,15625;301,39949459323645;60,27989891864729;60,43396051942288;5,056727578330388;160,0
sub;True;1;0,0;0,030303030303030304;0,0;0,0;0,0;0,0;0,0;0,0
