geral_modalidade;mencoes_religiosidade;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;300;190,0;0,7556675062972292;0,6333333333333333;3736936,545543178;19668,0870818062;15344,71337301269;413,39080640350926;90252,06210555576
aon;True;97;49,0;0,24433249370277077;0,5051546391752577;910705,920578395;18585,835113844798;13159,896542319022;3073,6830092910423;53754,11351031415
flex;False;30;24,0;0,8571428571428571;0,8;191235,25059642657;7968,135441517774;16836,069943911756;25,11261544573431;79806,28598672585
flex;True;5;3,0;0,14285714285714285;0,6;8670,36804598429;2890,1226819947638;1787,415449371579;1587,0000000000002;4927,778336307543
sub;False;31;5,0;0,9393939393939394;0,16129032258064516;301,39949459323645;60,27989891864729;60,43396051942288;5,056727578330388;160,0
sub;True;2;0,0;0,06060606060606061;0,0;0,0;0,0;0,0;0,0;0,0
