geral_modalidade;mencoes_ccxp;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;368;218,0;0,9269521410579346;0,592391304347826;4271051,285268936;19591,978372793285;15160,557972816392;413,39080640350926;90252,06210555576
aon;True;29;21,0;0,07304785894206549;0,7241379310344828;376591,18085263704;17932,9133739351;12107,511938413736;3937,65810189114;45783,12684361805
flex;False;31;23,0;0,8857142857142857;0,7419354838709677;107474,21537440243;4672,791972800105;7185,855299708648;25,11261544573431;31252,147669907437
flex;True;4;4,0;0,11428571428571428;1,0;92431,4032680084;23107,8508170021;37861,86384264204;2435,923698236228;79806,28598672585
sub;False;33;5,0;1,0;0,15151515151515152;301,39949459323645;60,27989891864729;60,43396051942288;5,056727578330388;160,0
