geral_modalidade;mencoes_jogos;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;327;192,0;0,8236775818639799;0,5871559633027523;3683916,3884878005;19187,06452337396;15234,02726798927;413,39080640350926;90252,06210555576
aon;True;70;47,0;0,17632241813602015;0,6714285714285714;963726,0776337727;20504,810162420697;13568,174048489476;3195,103231871044;57737,71548937637
flex;False;30;23,0;0,8571428571428571;0,7666666666666667;192811,31372258643;8383,100596634193;17100,078883937;25,11261544573431;79806,28598672585
flex;True;5;4,0;0,14285714285714285;0,8;7094,304919824399;1773,5762299560997;2052,884781408235;134,53758075179687;4707,815310906579
sub;False;30;5,0;0,9090909090909091;0,16666666666666666;301,39949459323645;60,27989891864729;60,43396051942288;5,056727578330388;160,0
sub;True;3;0,0;0,09090909090909091;0,0;0,0;0,0;0,0;0,0;0,0
