geral_modalidade;mencoes_politica;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;343;211,0;0,8639798488664987;0,6151603498542274;4000624,9114444405;18960,307637177444;15158,326744121681;413,39080640350926;90252,06210555576
aon;True;54;28,0;0,13602015113350127;0,5185185185185185;647017,554677132;23107,769809897574;12446,106553472397;5904,969397394473;52803,631020434266
flex;False;28;22,0;0,8;0,7857142857142857;183542,2955254916;8342,831614795072;17508,21197295214;25,11261544573431;79806,28598672585
flex;True;7;5,0;0,2;0,7142857142857143;16363,323116919222;3272,6646233838446;3624,9116931869944;857,2228845458696;9616,63183490949
sub;False;29;4,0;0,8787878787878788;0,13793103448275862;265,66890921936897;66,41722730484224;67,9600822587612;5,056727578330388;160,0
sub;True;4;1,0;0,12121212121212122;0,25;35,730585373867534;35,730585373867534;0,0;35,730585373867534;35,730585373867534
