autoria_nome_publico;total;aon;aon_sucesso;aon_falha;flex;flex_sucesso;flex_falha;sub;sub_sucesso;sub_falha
smk editora;1;24876,554624659697;0,0;24876,554624659697;0,0;0,0;0,0;0,0;0,0;0,0
smoking cats;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
sobre livros;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
sobrevivendo na argentina;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
sociedade do mágico se;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
somos todos um;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
sorteios;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
souls;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
spitter dragon editora;9;0,0;0,0;0,0;23477,210642542675;23477,210642542675;0,0;0,0;0,0;0,0
stanley machado contra o universo;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
stefani rennee;3;5083,114194947174;0,0;5083,114194947174;0,0;0,0;0,0;0,0;0,0;0,0
stefano azevedo;1;0,0;0,0;0,0;37,88389448447008;37,88389448447008;0,0;0,0;0,0;0,0
stones studio;1;953,290064269706;0,0;953,290064269706;0,0;0,0;0,0;0,0;0,0;0,0
streamer;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
studio magenta (ânima academia de arte);4;58890,045951696055;58890,045951696055;0,0;0,0;0,0;0,0;0,0;0,0;0,0
studio marcio abreu;1;8369,90934868638;0,0;8369,90934868638;0,0;0,0;0,0;0,0;0,0;0,0
stéffmbs;1;7535,083356134803;7535,083356134803;0,0;0,0;0,0;0,0;0,0;0,0;0,0
subtosco;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
sunça - felipe assumpção soares;2;11195,115456167425;0,0;11195,115456167425;4113,98835663761;4113,98835663761;0,0;0,0;0,0;0,0
suu hideto;2;0,0;0,0;0,0;6741,900046247778;6741,900046247778;0,0;0,0;0,0;0,0
suzanne cascardi;1;0,0;0,0;0,0;7190,741723504353;7190,741723504353;0,0;0,0;0,0;0,0
sweestellar;1;1739,604505298425;1739,604505298425;0,0;0,0;0,0;0,0;0,0;0,0;0,0
só lutas;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
t s carmo;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tai editora;38;37083,665958971906;22662,24588692104;14421,420072050867;627399,437985887;627399,437985887;0,0;0,0;0,0;0,0
tales pereira;1;16309,946124298049;16309,946124298049;0,0;0,0;0,0;0,0;0,0;0,0;0,0
talessak;8;0,0;0,0;0,0;54000,24136244341;54000,24136244341;0,0;0,0;0,0;0,0
taliana giurno destro;2;21272,79446968904;21272,79446968904;0,0;0,0;0,0;0,0;0,0;0,0;0,0
talles rodrigues;7;116701,2621555946;112441,4771540734;4259,7850015212025;20941,33614598172;20941,33614598172;0,0;0,0;0,0;0,0
tanda comics;3;0,0;0,0;0,0;185,2824186970171;185,2824186970171;0,0;0,0;0,0;0,0
tassiranha;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
taylinda;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tchelo andrade;1;4429,492179123498;0,0;4429,492179123498;0,0;0,0;0,0;0,0;0,0;0,0
tea party da 2fy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
team k;1;23,039005637447943;0,0;23,039005637447943;0,0;0,0;0,0;0,0;0,0;0,0
tebhata spekman;1;0,0;0,0;0,0;2862,047477535927;2862,047477535927;0,0;0,0;0,0;0,0
tedoursinho;2;120,44415587266984;120,44415587266984;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tegmine official;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tenda de garatujas;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
teocrasília por denis mello;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tercio alves dos santos;1;2296,745437095607;0,0;2296,745437095607;0,0;0,0;0,0;0,0;0,0;0,0
terra de ningen;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thais linhares: ateliê;1;0,0;0,0;0,0;0,0;0,0;0,0;199,68675543567923;199,68675543567923;0,0
thales molina;1;30444,33838523603;30444,33838523603;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thaïs kisuki;2;5680,616348622703;0,0;5680,616348622703;9476,319040969684;9476,319040969684;0,0;0,0;0,0;0,0
the art of jimmy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
the dark on light (br);1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
the fighterz - ファイターズ;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
the moviemakers;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
the power of choices;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
the rainho - adriano rainho;1;0,0;0,0;0,0;34918,44971350636;34918,44971350636;0,0;0,0;0,0;0,0
the ray - the 7th mystery - h.game;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
theo szczepanski;1;10046,298957811065;10046,298957811065;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago  lemos;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago brito valle;1;0,0;0,0;0,0;15621,74925222314;15621,74925222314;0,0;0,0;0,0;0,0
thiago dornelas;1;11674,897549722318;11674,897549722318;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago egg;2;0,0;0,0;0,0;16021,165823830845;16021,165823830845;0,0;0,0;0,0;0,0
thiago krening;1;26326,61868222743;26326,61868222743;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago lima;3;26262,870038512705;25267,230337143235;995,6397013694695;0,0;0,0;0,0;0,0;0,0;0,0
thiago lopes costa;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago machado cascabulho;1;25608,51154599658;25608,51154599658;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago ossostortos;3;42614,92585945736;42614,92585945736;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago souto;1;46678,56186401974;46678,56186401974;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thiago spyked;6;2840,3433283690297;0,0;2840,3433283690297;149793,64946495678;149793,64946495678;0,0;0,0;0,0;0,0
thiago vieira;2;103,00204072712404;0,0;103,00204072712404;0,0;0,0;0,0;0,0;0,0;0,0
thiagocosta.c;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
thomas melgaco;1;380,67516684568136;0,0;380,67516684568136;0,0;0,0;0,0;0,0;0,0;0,0
thyybrandao;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tiago barroso;1;868,2536312399086;0,0;868,2536312399086;0,0;0,0;0,0;0,0;0,0;0,0
tiago de carvalho silva;2;8326,756565724028;0,0;8326,756565724028;0,0;0,0;0,0;0,0;0,0;0,0
tiago holsi;5;59438,09506865548;59438,09506865548;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tiago pinheiro;3;0,0;0,0;0,0;15892,892741757358;15892,892741757358;0,0;0,0;0,0;0,0
tiagomi;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tiger white;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tiras ao ermo;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tiraz;1;0,0;0,0;0,0;0,0;0,0;0,0;11,624851496956744;11,624851496956744;0,0
tirinhas 3 gerações;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tirinhas da gabsy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tirinhas do hostilnato;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tirinhas inomináveis;1;0,0;0,0;0,0;0,0;0,0;0,0;21,034855951241404;21,034855951241404;0,0
titan studio;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
todavia livros;1;0,0;0,0;0,0;708972,7845446636;708972,7845446636;0,0;0,0;0,0;0,0
todos por fat heroes;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tom dutra;1;0,0;0,0;0,0;3838,4125136198336;3838,4125136198336;0,0;0,0;0,0;0,0
tom gomes;5;65507,15704305649;65254,16354586744;252,99349718904705;0,0;0,0;0,0;0,0;0,0;0,0
ton messa;2;6064,436207529813;0,0;6064,436207529813;1222,9896927779712;1222,9896927779712;0,0;0,0;0,0;0,0
tony brandão;2;34159,71300358497;34159,71300358497;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tony fernandes. pegasus1 studios;1;0,0;0,0;0,0;708,896004767627;708,896004767627;0,0;0,0;0,0;0,0
torne o mundo de titto, ainda mais incrível - ajude a melhorar o canal e o conteúdo.;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tortuga;7;24928,74851235613;24928,74851235613;0,0;86445,66581508439;86445,66581508439;0,0;0,0;0,0;0,0
total bleed magazine;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
toth comix;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tradução de mangás | manhwa's, etc.;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tralhas do jon;1;0,0;0,0;0,0;0,0;0,0;0,0;1135,983432845721;1135,983432845721;0,0
traço-;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
trem fantasma;5;0,0;0,0;0,0;75933,61187173259;75933,61187173259;0,0;0,0;0,0;0,0
treze;1;8854,549653756587;0,0;8854,549653756587;0,0;0,0;0,0;0,0;0,0;0,0
troco da hq (comic tip);1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tropicária;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tscarmo;5;59397,673058652974;56604,21591595146;2793,4571427015107;20705,884088323262;20705,884088323262;0,0;0,0;0,0;0,0
tulidoim;1;14547,109921964196;14547,109921964196;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tupayba emerenciano;1;41,81688448509265;0,0;41,81688448509265;0,0;0,0;0,0;0,0;0,0;0,0
turma do juliano;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
turma do pato papaco;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
turma do pitiú e xibé;1;0,0;0,0;0,0;0,0;0,0;0,0;90,29698821183784;90,29698821183784;0,0
turma do xiboca;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
tábula editora;3;0,0;0,0;0,0;16280,845949358052;16280,845949358052;0,0;0,0;0,0;0,0
télio navega;1;3968,0180605612727;0,0;3968,0180605612727;0,0;0,0;0,0;0,0;0,0;0,0
téo & o mini mundo;3;271641,2042453601;271641,2042453601;0,0;0,0;0,0;0,0;0,0;0,0;0,0
u n l i k e;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ub editora;22;6378,970873241019;6378,970873241019;0,0;211508,23064626756;211508,23064626756;0,0;0,0;0,0;0,0
ugra press;3;21809,692075413306;14475,710027880066;7333,98204753324;14586,215915643794;14586,215915643794;0,0;0,0;0,0;0,0
ultra aliens;1;0,0;0,0;0,0;336,91152336322415;336,91152336322415;0,0;0,0;0,0;0,0
um ano de jornal grifo;1;0,0;0,0;0,0;3336,998266345171;3336,998266345171;0,0;0,0;0,0;0,0
unfold brazil donation;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
unicornio ilustrador by ruth araujo;1;0,0;0,0;0,0;0,0;0,0;0,0;61,54446037504709;61,54446037504709;0,0
universo em bolha de tinta;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
universo hermes & browni;1;1926,1552107770412;0,0;1926,1552107770412;0,0;0,0;0,0;0,0;0,0;0,0
universo imaginário;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
união o segredo da lua;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
urso pera comics;1;0,0;0,0;0,0;5515,844600589859;5515,844600589859;0,0;0,0;0,0;0,0
usuário 1583805;1;0,0;0,0;0,0;42,357796607568325;42,357796607568325;0,0;0,0;0,0;0,0
vagalumie;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vagner neubert;2;0,0;0,0;0,0;3246,8094315235194;3246,8094315235194;0,0;0,0;0,0;0,0
val armanelli;2;12302,083629025625;12302,083629025625;0,0;11541,870259727057;11541,870259727057;0,0;0,0;0,0;0,0
valdo alves;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
valdo arts;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
valmar oliveira;1;0,0;0,0;0,0;3525,7277800213483;3525,7277800213483;0,0;0,0;0,0;0,0
valter do carmo moreira;1;2188,3650463570143;0,0;2188,3650463570143;0,0;0,0;0,0;0,0;0,0;0,0
vamberto nicomedes;1;0,0;0,0;0,0;62,12873233208661;62,12873233208661;0,0;0,0;0,0;0,0
van ted;4;56014,0357690784;50457,14895886601;5556,886810212389;13755,10956287449;13755,10956287449;0,0;0,0;0,0;0,0
vanderlei dos santos ramalho;1;210,5061925444768;0,0;210,5061925444768;0,0;0,0;0,0;0,0;0,0;0,0
vandré batista;1;0,0;0,0;0,0;3105,036997142108;3105,036997142108;0,0;0,0;0,0;0,0
vanessa bencz;1;37379,76052383504;37379,76052383504;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vanessa fernandes dos santos;1;0,0;0,0;0,0;4692,247657887909;4692,247657887909;0,0;0,0;0,0;0,0
vanessa oliveira;1;0,0;0,0;0,0;35,53279454902379;35,53279454902379;0,0;0,0;0,0;0,0
varanda;1;0,0;0,0;0,0;23478,87536201497;23478,87536201497;0,0;0,0;0,0;0,0
vat 19 - brasil;3;560,3021286503923;560,3021286503923;0,0;0,0;0,0;0,0;0,0;0,0;0,0
venha apoiar o com noção a crescer!;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
venha construir a mana potion com a gente!;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
verônica saiki;5;2638,570305042268;0,0;2638,570305042268;6169,014119192065;6169,014119192065;0,0;0,0;0,0;0,0
vestetecnoveste;1;1560,4883788105308;0,0;1560,4883788105308;0,0;0,0;0,0;0,0;0,0;0,0
vestigia;1;10052,428891331612;10052,428891331612;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vi marchetti;1;0,0;0,0;0,0;1502,3841731307532;1502,3841731307532;0,0;0,0;0,0;0,0
victor diogenes;2;0,0;0,0;0,0;8343,261959603482;8343,261959603482;0,0;0,0;0,0;0,0
victor moura;1;5089,615601191682;0,0;5089,615601191682;0,0;0,0;0,0;0,0;0,0;0,0
victor roque tremante;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vida de programador;1;0,0;0,0;0,0;0,0;0,0;0,0;382,395076199448;382,395076199448;0,0
vida e arte com batata sem umbigo;1;0,0;0,0;0,0;0,0;0,0;0,0;140,1770087811759;140,1770087811759;0,0
viih fiorotto;1;0,0;0,0;0,0;0,0;0,0;0,0;454,6067338136409;454,6067338136409;0,0
vila oculta do cuscuz;1;0,0;0,0;0,0;0,0;0,0;0,0;49,13605229220246;49,13605229220246;0,0
vinasz;1;931,6274869947548;0,0;931,6274869947548;0,0;0,0;0,0;0,0;0,0;0,0
vinicios santana;1;0,0;0,0;0,0;1358,6048838576037;1358,6048838576037;0,0;0,0;0,0;0,0
vinicius de souza;1;0,0;0,0;0,0;781,3792579513777;781,3792579513777;0,0;0,0;0,0;0,0
vinicius galhardo;1;0,0;0,0;0,0;11315,291523339669;11315,291523339669;0,0;0,0;0,0;0,0
vinicius lobo;2;0,0;0,0;0,0;37986,33683462045;37986,33683462045;0,0;0,0;0,0;0,0
vinícius gressana;1;10341,296876480865;10341,296876480865;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vinícius lemes;1;740,8587605515571;0,0;740,8587605515571;0,0;0,0;0,0;0,0;0,0;0,0
vinícius schier;1;6402,413240176092;6402,413240176092;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vip neura comics;1;0,0;0,0;0,0;0,0;0,0;0,0;251,49443293067807;251,49443293067807;0,0
vitor emanuel ajudar;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vitor l. amorim;1;12,325906653076776;0,0;12,325906653076776;0,0;0,0;0,0;0,0;0,0;0,0
vitor rafael cursino porto;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vitral - boys love anime!;1;0,0;0,0;0,0;0,0;0,0;0,0;25,750510181781014;25,750510181781014;0,0
viva sp;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
viver de quadrinhos!;1;0,0;0,0;0,0;0,0;0,0;0,0;146,192396942373;146,192396942373;0,0
viver é complicado;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
vivi melancia;2;18072,76430792452;18072,76430792452;0,0;4537,495026585964;4537,495026585964;0,0;0,0;0,0;0,0
vivian duarte;1;0,0;0,0;0,0;214,0703540156421;214,0703540156421;0,0;0,0;0,0;0,0
voyager;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
víctor coelho;1;0,0;0,0;0,0;290,62128742391855;290,62128742391855;0,0;0,0;0,0;0,0
w pictures;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
"wagner ""dragon"" armani";3;0,0;0,0;0,0;8971,66660625191;8971,66660625191;0,0;0,0;0,0;0,0
wagner lustosa;1;32,29125415821318;0,0;32,29125415821318;0,0;0,0;0,0;0,0;0,0;0,0
wagner willian;1;0,0;0,0;0,0;0,0;0,0;0,0;31,487229919022084;31,487229919022084;0,0
walber santos;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
walter junior;2;0,0;0,0;0,0;5508,672375489336;5508,672375489336;0,0;0,0;0,0;0,0
weekly jump box;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
wendell cavalcanti silva;1;2599,7678005563525;0,0;2599,7678005563525;0,0;0,0;0,0;0,0;0,0;0,0
wener carvalho;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
werllen holanda;1;7692,147675124511;7692,147675124511;0,0;0,0;0,0;0,0;0,0;0,0;0,0
wesley araújo;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
wesley atena   do canal wesley atena;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
wesley samp;3;43980,47394180327;43980,47394180327;0,0;0,0;0,0;0,0;0,0;0,0;0,0
will;4;0,0;0,0;0,0;16494,87640481155;16494,87640481155;0,0;0,0;0,0;0,0
will emmerich;2;2968,779658606874;0,0;2968,779658606874;0,0;0,0;0,0;0,0;0,0;0,0
will leite;8;391611,35493326327;391611,35493326327;0,0;196897,75010402224;196897,75010402224;0,0;0,0;0,0;0,0
will leão;2;33737,0850335517;33737,0850335517;0,0;0,0;0,0;0,0;0,0;0,0;0,0
william de melo silva;1;0,0;0,0;0,0;3491,131485176257;3491,131485176257;0,0;0,0;0,0;0,0
william gene;3;28344,112971780545;28344,112971780545;0,0;0,0;0,0;0,0;0,0;0,0;0,0
william pereira;1;0,0;0,0;0,0;6972,500956163399;6972,500956163399;0,0;0,0;0,0;0,0
wilson claudio arts;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
witchcraft space;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
wuta-tumaki;2;0,0;0,0;0,0;3651,7597373909507;3651,7597373909507;0,0;0,0;0,0;0,0
xis, seu sorriso não tem preço;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
xrdarts;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
xxxtyr5;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
yellow talk podcast;1;0,0;0,0;0,0;0,0;0,0;0,0;29,20351092745793;29,20351092745793;0,0
yndomatti atelier;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
yorhán araújo;5;105821,87013361827;92691,65795681832;13130,212176799949;0,0;0,0;0,0;0,0;0,0;0,0
yoshi itice;7;141085,978647439;141085,978647439;0,0;0,0;0,0;0,0;0,0;0,0;0,0
youtuber, escritor e futuro engenheiro.;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
yuri amaral;3;18763,57048430117;18763,57048430117;0,0;20726,46395988193;20726,46395988193;0,0;0,0;0,0;0,0
yuyu;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
yves briquet;2;33054,9367958347;33054,9367958347;0,0;0,0;0,0;0,0;0,0;0,0;0,0
yvy_mistérios da terra;1;0,0;0,0;0,0;6478,505685610657;6478,505685610657;0,0;0,0;0,0;0,0
z edições;7;0,0;0,0;0,0;89427,23165099286;89427,23165099286;0,0;0,0;0,0;0,0
zago iris;1;4558,146884748772;0,0;4558,146884748772;0,0;0,0;0,0;0,0;0,0;0,0
zanadu;1;0,0;0,0;0,0;0,0;0,0;0,0;80,03429785316993;80,03429785316993;0,0
zarabatana books;7;32544,790955125423;0,0;32544,790955125423;159320,13451357835;159320,13451357835;0,0;0,0;0,0;0,0
ze antonio mizael neto;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
zigurate;1;517,9147393929987;0,0;517,9147393929987;0,0;0,0;0,0;0,0;0,0;0,0
zilson santos da costa;2;1952,9502904433896;1952,9502904433896;0,0;1645,6880289790224;1645,6880289790224;0,0;0,0;0,0;0,0
zine pixies;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
zines, prints, originais;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
é o grito do bicho;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
érica sena;1;0,0;0,0;0,0;4372,565381417325;4372,565381417325;0,0;0,0;0,0;0,0
érico assis;2;0,0;0,0;0,0;56165,0058787665;56165,0058787665;0,0;0,0;0,0;0,0
érika de lima;1;0,0;0,0;0,0;948,063179076306;948,063179076306;0,0;0,0;0,0;0,0
ígor martins de menezes;5;38976,18422506447;38976,18422506447;0,0;0,0;0,0;0,0;0,0;0,0;0,0
ōkami studio;1;2626,1224741318943;0,0;2626,1224741318943;0,0;0,0;0,0;0,0;0,0;0,0
✨ clube da camis ✨;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
サソリ;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
