geral_modalidade;mencoes_midia_independente;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;1195;733,0;0,8951310861423221;0,6133891213389121;19844396,72743092;27072,846831420084;42641,34714848038;41,81688448509265;679297,6600721752
aon;True;140;97,0;0,10486891385767791;0,6928571428571428;4218883,099892105;43493,64020507325;57897,47966668471;1405,425637867093;264585,9073482947
flex;False;1363;1283,0;0,9284741144414169;0,9413059427732942;16638713,833561849;12968,600026158885;34573,219349063285;10,771639144290464;708972,7845446636
flex;True;105;100,0;0,07152588555858311;0,9523809523809523;1723418,1039972503;17234,181039972504;24079,227846306243;42,00986548030816;133783,36719834473
sub;False;607;134,0;0,8874269005847953;0,22075782537067545;34891,86036481448;260,38701764786924;550,0223708056054;1,0873969624101234;3475,049171548047
sub;True;77;18,0;0,11257309941520467;0,23376623376623376;8295,097389970326;460,8387438872403;1164,1250996366462;5,258713987810351;5087,076865717208
