geral_modalidade;origem;total;total_sucesso;particip;taxa_sucesso;arrecadado_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso;apoio_medio;contribuicoes;media_contribuicoes
aon;catarse;1335;830;100,0;62,172284644194754;24063279,827323027;28991,903406413287;44961,935369492014;41,81688448509265;679297,6600721752;91,30338044842225;263553;317,53373493975903
flex;apoia.se;5;0;0,3405994550408719;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0
flex;catarse;1463;1383;99,65940054495913;94,53178400546821;18362131,937559098;13277,029600548878;33934,82811955066;10,771639144290464;708972,7845446636;90,1669167946294;203646;147,24945770065077
sub;apoia.se;627;137;91,66666666666666;21,850079744816586;39550,43984210649;288,68934191318607;682,4025885496077;1,0873969624101234;5087,076865717208;19,17132323902399;2063;15,058394160583942
sub;catarse;57;15;8,333333333333332;26,31578947368421;3636,517912678314;242,4345275118876;198,3989605548985;10,981621647967827;538,4389998789497;25,079433880540098;145;9,666666666666666
