geral_modalidade;mencoes_webformatos;total;total_sucesso;particip;taxa_sucesso;arrecadado_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;1216;741,0;0,9108614232209737;0,609375;21958385,24313247;29633,448371298877;46925,00670579122;41,81688448509265;679297,6600721752
aon;True;119;89,0;0,08913857677902622;0,7478991596638656;2104894,5841905596;23650,500945961343;22257,37070968975;3458,599440871384;136747,59853902034
flex;False;1363;1280,0;0,9284741144414169;0,9391049156272927;16983750,315248214;13268,554933787667;32710,941512417477;10,771639144290464;708972,7845446636
flex;True;105;103,0;0,07152588555858311;0,9809523809523809;1378381,6223108876;13382,34584767852;46750,77428825444;298,2574352235075;475290,95413639606
sub;False;649;135,0;0,9488304093567251;0,20801232665639446;41633,14206268059;308,3936449087451;684,9478365287579;2,0220843066000507;5087,076865717208
sub;True;35;17,0;0,05116959064327485;0,4857142857142857;1553,8156921042103;91,40092306495355;144,49373560667635;1,0873969624101234;575,827236940745
