geral_modalidade;mencoes_religiosidade;total;total_sucesso;particip;taxa_sucesso;arrecadado_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso;apoio_medio;contribuicoes;media_contribuicoes
aon;False;975;619;73,03370786516854;63,48717948717949;17443278,028012186;28179,770642992222;38750,17432787773;41,81688448509265;537544,5528256212;92,8307967260526;187904;303,5605815831987
aon;True;360;211;26,96629213483146;58,611111111111114;6620001,7993108425;31374,416110477927;59614,08605582522;322,2027789591561;679297,6600721752;87,50944228358395;75649;358,5260663507109
flex;False;1032;960;70,29972752043598;93,02325581395348;11579638,681142393;12062,123626189994;25131,27048047076;10,771639144290464;475290,95413639606;88,14455763556944;131371;136,84479166666668
flex;True;436;423;29,70027247956403;97,01834862385321;6782493,256416705;16034,263017533583;48218,36652844157;42,00986548030816;708972,7845446636;93,84286760867113;72275;170,8628841607565
sub;False;630;134;92,10526315789474;21,26984126984127;34541,86644465133;257,7751227212786;549,2065270352717;1,0873969624101234;3475,049171548047;17,934510095872962;1926;14,373134328358208
sub;True;54;18;7,894736842105263;33,33333333333333;8645,091310133475;480,28285056297085;1163,398273955169;6,098311514417047;5087,076865717208;30,656352163593883;282;15,666666666666666
