geral_modalidade;autoria_nome_publico;total
sub;quadrinho dragões gêmeos volume 2;1
sub;quadrinhos as aventuras de davi;1
sub;quadrinhos da mel;1
sub;quadrinhos do lucas;1
sub;quadrinhos fraternos;1
sub;quadrinhos homem reptil;1
sub;quadrinhos hqs gibis divulgação;1
sub;quadrinhos toscos;1
sub;quanticons;1
sub;quarto dos sonhos canal therainho;1
sub;rabisco;1
sub;rafael oliveira pina gimenes;1
sub;rafão o maior leitor de gibis;1
sub;raiozinho mari;1
sub;raknay - produções animadas;1
sub;rapha pinheiro;1
sub;rascunho maldito;1
sub;ray mangás;1
sub;rc produções;1
sub;red dragon;1
sub;relatos de um dia incrivelmente mediano;1
sub;relatório espacial;1
sub;ren nolasco;1
sub;repolho azedo;1
sub;revelations - the darkness;1
sub;revista elysium rpg's;1
sub;revoltirinhas;1
sub;rey m.l.;1
sub;robiscos;1
sub;robô ilustrador;1
sub;rodrigo franco;1
sub;rodrigo geraldi;1
sub;rogerio casacurta;1
sub;ronin fanzine;1
sub;ronroncora;1
sub;roy no multiverso / trinityverse!;1
sub;rpg draw (desenhos a mão livre);1
sub;rpg faomatryxss;1
sub;rubros versos;1
sub;rubyvlog;1
sub;runes;1
sub;sabatina geek;1
sub;salário prós escr-dubladores;1
sub;santo perspicaz, eu apoio!;1
sub;sapo autista;1
sub;sarah chibi arts;1
sub;sarayu - an indie game development;1
sub;seasons of avallen;1
sub;seja um apoiador nerdlandia games;1
sub;sense life;1
sub;septversum;1
sub;sessão vip;1
sub;seu android;1
sub;shara de fênix;1
sub;shiki animes;1
sub;shoidan - historia em quadrinhos;1
sub;shonen comics;1
sub;singularmente;1
sub;sintel star;1
sub;skat!;1
sub;smoking cats;1
sub;sobre livros;1
sub;sobrevivendo na argentina;1
sub;sociedade do mágico se;1
sub;sorteios;1
sub;souls;1
sub;stanley machado contra o universo;1
sub;streamer;1
sub;subtosco;1
sub;só lutas;1
sub;t s carmo;1
sub;talessak;2
sub;tassiranha;1
sub;taylinda;1
sub;tea party da 2fy;1
sub;tegmine official;1
sub;tenda de garatujas;1
sub;teocrasília por denis mello;1
sub;terra de ningen;1
sub;thais linhares: ateliê;1
sub;the art of jimmy;1
sub;the dark on light (br);1
sub;the fighterz - ファイターズ;1
sub;the moviemakers;1
sub;the ray - the 7th mystery - h.game;1
sub;thiagocosta.c;1
sub;thyybrandao;1
sub;tiagomi;1
sub;tiras ao ermo;1
sub;tiraz;1
sub;tirinhas 3 gerações;1
sub;tirinhas da gabsy;1
sub;tirinhas do hostilnato;1
sub;tirinhas inomináveis;1
sub;todos por fat heroes;1
sub;torne o mundo de titto, ainda mais incrível - ajude a melhorar o canal e o conteúdo.;1
sub;total bleed magazine;1
sub;toth comix;1
sub;tradução de mangás | manhwa's, etc.;1
sub;tralhas do jon;1
sub;traço-;1
sub;troco da hq (comic tip);1
sub;tropicária;1
sub;turma do juliano;1
sub;turma do pato papaco;1
sub;turma do pitiú e xibé;1
sub;turma do xiboca;1
sub;u n l i k e;1
sub;unfold brazil donation;1
sub;unicornio ilustrador by ruth araujo;1
sub;universo em bolha de tinta;1
sub;universo imaginário;1
sub;vagalumie;1
sub;valdo alves;1
sub;valdo arts;1
sub;venha apoiar o com noção a crescer!;1
sub;venha construir a mana potion com a gente!;1
sub;victor diogenes;1
sub;vida de programador;1
sub;vida e arte com batata sem umbigo;1
sub;viih fiorotto;1
sub;vila oculta do cuscuz;1
sub;vip neura comics;1
sub;vitor emanuel ajudar;1
sub;vitral - boys love anime!;1
sub;viva sp;1
sub;viver de quadrinhos!;1
sub;viver é complicado;1
sub;voyager;1
sub;w pictures;1
sub;wagner willian;1
sub;weekly jump box;1
sub;wilson claudio arts;1
sub;witchcraft space;1
sub;xis, seu sorriso não tem preço;1
sub;xrdarts;1
sub;xxxtyr5;1
sub;yellow talk podcast;1
sub;yndomatti atelier;1
sub;yoshi itice;1
sub;youtuber, escritor e futuro engenheiro.;1
sub;yuyu;1
sub;zanadu;1
sub;zine pixies;1
sub;zines, prints, originais;1
sub;é o grito do bicho;1
sub;✨ clube da camis ✨;1
