ano;total;total_sucesso;particip;taxa_sucesso;arrecadado_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso;apoio_medio;contribuicoes;media_contribuicoes
2016;33;5;100,0;15,151515151515152;426,46160618766754;85,29232123753351;85,51030885495558;7,154956142241136;226,3900843036052;18,5418089646812;23;4,6
2017;141;14;100,0;9,929078014184398;4736,523382339164;338,3230987385117;458,68318400708523;27,623358867034888;1809,0985212117596;16,916154936925583;280;20,0
2018;75;11;100,0;14,666666666666666;7327,98576013602;666,180523648729;1084,782975461776;26,580435807704177;3475,049171548047;20,997093868584585;349;31,727272727272727
2019;85;16;100,0;18,823529411764707;3191,2573922558263;199,45358701598914;234,097723686266;10,31772032536115;834,8528000913501;17,065547552170194;187;11,6875
2020;107;33;100,0;30,8411214953271;15024,863264114492;455,29888679134825;1126,9958424959098;3,799754022893506;5087,076865717208;20,44199083552992;735;22,272727272727273
2021;98;21;100,0;21,428571428571427;2767,438420781004;131,78278194195258;138,14581570714807;5,7633821525823326;538,4389998789497;24,70927161411611;112;5,333333333333333
2022;69;22;100,0;31,88405797101449;4495,625203875862;204,34660017617554;345,06242437784607;1,0873969624101234;1594,029696524064;23,66118528355717;190;8,636363636363637
2023;76;30;100,0;39,473684210526315;5216,802725094768;173,8934241698256;195,97309303245027;2,0220843066000507;657,0789958678034;15,713261220164965;332;11,066666666666666
