geral_modalidade;mencoes_angelo_agostini;total;total_sucesso;particip;taxa_sucesso;arrecadado_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;1268;769;94,9812734082397;60,646687697160885;21018027,021016184;27331,63461770635;36670,657961584155;41,81688448509265;537544,5528256212
aon;True;67;61;5,0187265917602994;91,04477611940298;3045252,806306844;49922,17715257122;101183,46893741391;2944,086470789134;679297,6600721752
flex;False;1364;1279;92,91553133514986;93,76832844574781;16041563,991472669;12542,27051717957;30835,651812258748;10,771639144290464;708972,7845446636
flex;True;104;104;7,084468664850137;100,0;2320567,946086433;22313,15332775416;59701,58775725395;458,9251020152481;442290,11135608936
sub;False;682;150;99,70760233918129;21,994134897360702;41280,8440373803;275,20562691586866;643,6249165249253;1,0873969624101234;5087,076865717208
sub;True;2;2;0,29239766081871343;100,0;1906,1137174045073;953,0568587022536;1131,8076645512501;152,7479840991555;1753,3657333053518
