geral_modalidade;mencoes_politica;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;1095;676,0;0,8202247191011236;0,617351598173516;19080546,637455627;28225,660706295308;47064,70876106371;41,81688448509265;679297,6600721752
aon;True;240;154,0;0,1797752808988764;0,6416666666666667;4982733,1898674015;32355,410323814296;34162,57496563493;54,53892516702949;215281,29392708265
flex;False;1109;1032,0;0,7554495912806539;0,9305680793507665;13033206,059429308;12629,075638981887;37221,11089608707;10,771639144290464;708972,7845446636
flex;True;359;351,0;0,24455040871934605;0,9777158774373259;5328925,8781297915;15182,125008916784;21474,71883631779;28,492104927995463;157001,79966210373
sub;False;620;128,0;0,9064327485380117;0,2064516129032258;33225,36459550618;259,57316090239203;546,5744596935226;2,0220843066000507;3475,049171548047
sub;True;64;24,0;0,0935672514619883;0,375;9961,593159278618;415,0663816366091;1052,5841540269919;1,0873969624101234;5087,076865717208
