geral_modalidade;mencoes_lgbtqiamais;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;911;552,0;0,9450207468879668;0,605927552140505;11697514,264293473;21191,14902951716;23180,10876773619;44,24739429080096;321726,8370992873
aon;True;53;34,0;0,054979253112033194;0,6415094339622641;685867,249575962;20172,566163998883;17515,252194404307;4984,787267949244;81359,30543508999
flex;False;554;494,0;0,915702479338843;0,8916967509025271;4822788,559143044;9762,729876807782;27930,05091860934;24,186396829065757;385603,24
flex;True;51;50,0;0,08429752066115702;0,9803921568627451;482156,1741732491;9643,123483464982;11931,999518314298;44,97401396783553;52023,38353260425
sub;False;432;76,0;0,9795918367346939;0,17592592592592593;22953,1341754885;302,01492336169076;701,2341685873804;3,0827379517311337;4127,142131526186
sub;True;9;3,0;0,02040816326530612;0,3333333333333333;1959,5089827883053;653,169660929435;699,9323000835376;54,03037789119818;1422,5044718050651
