geral_modalidade;mencoes_terror;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;627;373,0;0,6504149377593361;0,594896331738437;7948435,755719351;21309,479237853488;25358,277201949437;44,24739429080096;321726,8370992873
aon;True;337;213,0;0,3495850622406639;0,6320474777448071;4434945,758150086;20821,341587559087;17774,133368277435;638,5754812101508;103603,79830330132
flex;False;332;281,0;0,5487603305785124;0,8463855421686747;2020075,9456834754;7188,882368980339;12868,461862042825;28,18733164895858;123953,73325167476
flex;True;273;263,0;0,4512396694214876;0,9633699633699634;3284868,7876328174;12489,99539023885;36096,523382673986;24,186396829065757;385603,24
sub;False;403;66,0;0,9138321995464853;0,16377171215880892;18762,60315764276;284,2818660248903;596,0702128821374;3,0827379517311337;2819,305118362721
sub;True;38;13,0;0,08616780045351474;0,34210526315789475;6150,040000634047;473,08000004877283;1108,068292506249;5,108092297000608;4127,142131526186
