geral_modalidade;mencoes_ficcao_cientifica;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;745;455,0;0,7728215767634855;0,610738255033557;9462021,425539799;20795,651484702856;23943,17073893325;474,5471375155624;321726,8370992873
aon;True;219;131,0;0,22717842323651452;0,5981735159817352;2921360,088329637;22300,458689539213;18753,798067158506;44,24739429080096;109964,90667621478
flex;False;462;414,0;0,7636363636363637;0,8961038961038961;3989190,640254637;9635,726184189945;29973,899641199278;24,186396829065757;385603,24
flex;True;143;130,0;0,23636363636363636;0,9090909090909091;1315754,0930616558;10121,185331243505;12601,013633923636;32,15096915520879;77530,43895151294
sub;False;396;73,0;0,8979591836734694;0,18434343434343434;24563,265968547898;336,4830954595602;724,2346589844104;3,0827379517311337;4127,142131526186
sub;True;45;6,0;0,10204081632653061;0,13333333333333333;349,37718972891213;58,22953162148536;64,78403541325036;8,37075974673689;183,6701272170465
