geral_modalidade;mencoes_disputa;total;total_sucesso;particip;taxa_sucesso;valor_sucesso;media_sucesso;std_sucesso;min_sucesso;max_sucesso
aon;False;686;422,0;0,7116182572614108;0,6151603498542274;8738817,081989262;20708,097350685457;23368,484572246503;44,24739429080096;321726,8370992873
aon;True;278;164,0;0,2883817427385892;0,5899280575539568;3644564,431880172;22222,953852927876;21599,499719753556;638,5754812101508;132382,36736849937
flex;False;391;349,0;0,6462809917355372;0,8925831202046036;3307632,1065844763;9477,455892792195;31325,39948446923;24,186396829065757;385603,24
flex;True;214;195,0;0,3537190082644628;0,9112149532710281;1997312,6267318167;10242,628855034958;16054,233617000722;32,15096915520879;98773,9092285732
sub;False;406;71,0;0,9206349206349206;0,1748768472906404;19297,832243766792;271,80045413756045;575,0412979328316;3,0827379517311337;2819,305118362721
sub;True;35;8,0;0,07936507936507936;0,22857142857142856;5614,81091451001;701,8513643137512;1400,948474343705;5,108092297000608;4127,142131526186
